
=== All PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
 193 | 0 1 0 1 6 10     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 194 | 0 1 0 1 23 5     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 195 | 0 1 0 5 6 21     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 196 | 0 1 0 7 12 20    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 197 | 0 1 1 27 5 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 198 | 0 1 2 2 22 7     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 199 | 0 1 2 5 30 17    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 200 | 0 1 2 9 2 9      | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 201 | 0 1 2 11 13 29   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 202 | 0 1 2 26 15 13   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 203 | 0 1 2 30 5 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 204 | 1 0 0 7 15 23    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 205 | 1 0 2 2 23 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 206 | 1 0 2 5 10 19    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 207 | 1 0 2 7 30 6     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 208 | 1 0 2 9 14 5     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
